"Program_Title","Institution","Level","City","Link","Field","Language","Country","ECTS","Department","Duration","Tuition","Contact_Email","Form","Institution_URL","Credits_Percent","ECTS_Foreign","Cost_per_ECTS","Subjects_Foreign","Linguistic_Requirements"
"Engineering of Industrial Technologies","UNIVERSIDAD DE OVIEDO","Bachelor",NA,"http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces",NA,"English","Spain","312",NA,NA,NA,NA,NA,NA,"19%","60","17.26","1","B1"
"Engineering of Mining Technologies","UNIVERSIDAD DE OVIEDO","Bachelor",NA,"http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces",NA,"English","Spain","252",NA,NA,NA,NA,NA,NA,"21%","54","17.26","2","B1"
"Engineering of Mining and Energy Resources","UNIVERSIDAD DE OVIEDO","Bachelor",NA,"http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces",NA,"English","Spain","498",NA,NA,NA,NA,NA,NA,"27%","132","17.26","0","B1"
"Geomatics and Topography Engineering","UNIVERSIDAD DE OVIEDO","Bachelor",NA,"http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces",NA,"English","Spain","276",NA,NA,NA,NA,NA,NA,"26%","72","17.26","0","B1"
"Telecommunications Technology and Services Engineering","UNIVERSIDAD DE OVIEDO","Bachelor",NA,"http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces",NA,"English","Spain","426",NA,NA,NA,NA,NA,NA,"8%","36","17.26","1","B1"
"Spanish Language and Literature","UNIVERSIDAD DE OVIEDO","Bachelor",NA,"http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces",NA,"English","Spain","744",NA,NA,NA,NA,NA,NA,"37%","276","17.26","41","B1"
"Modern Languages and Literature","UNIVERSIDAD DE OVIEDO","Bachelor",NA,"http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces",NA,"English","Spain","762",NA,NA,NA,NA,NA,NA,"61%","462","17.26","67","B1"
"Teaching of Pre-School Education","UNIVERSIDAD DE OVIEDO","Bachelor",NA,"http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces",NA,"English","Spain","558",NA,NA,NA,NA,NA,NA,"8%","42","17.26","6","B1"
"Teaching of Pre-School Education","UNIVERSIDAD DE OVIEDO","Bachelor",NA,"http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces",NA,"English","Spain","312",NA,NA,NA,NA,NA,NA,"2%","6","17.26","1","B1"
"Teaching of Primary Education","UNIVERSIDAD DE OVIEDO","Bachelor",NA,"http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces",NA,"English","Spain","600",NA,NA,NA,NA,NA,NA,"7%","42","17.26","6","B1"
"Teaching of Primary Education","UNIVERSIDAD DE OVIEDO","Bachelor",NA,"http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces",NA,"English","Spain","756",NA,NA,NA,NA,NA,NA,"8%","60","17.26","6","B1"
"Marine Management","UNIVERSIDAD DE OVIEDO","Bachelor",NA,"http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces",NA,"English","Spain","246",NA,NA,NA,NA,NA,NA,"2%","6","17.26","1","B1"
"Medicine","UNIVERSIDAD DE OVIEDO","Bachelor",NA,"http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces",NA,"English","Spain","426",NA,NA,NA,NA,NA,NA,"1%","3","22.58","1","B1"
"Nautical and Maritime Transport","UNIVERSIDAD DE OVIEDO","Bachelor",NA,"http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces",NA,"English","Spain","72",NA,NA,NA,NA,NA,NA,"17%","12","17.26","27","B1"
"Dentistry","UNIVERSIDAD DE OVIEDO","Bachelor",NA,"http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces",NA,"English","Spain","366",NA,NA,NA,NA,NA,NA,"1%","3","22.58","1","B1"
"Chemistry","UNIVERSIDAD DE OVIEDO","Bachelor",NA,"http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces",NA,"English","Spain","288",NA,NA,NA,NA,NA,NA,"27%","78","17.26","1","B1"
"Industrial Relations and Human Resources","UNIVERSIDAD DE OVIEDO","Bachelor",NA,"http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces",NA,"English","Spain","324",NA,NA,NA,NA,NA,NA,"11%","36","17.26","2","B1"
"Social Work","UNIVERSIDAD DE OVIEDO","Bachelor",NA,"http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces",NA,"English","Spain","306",NA,NA,NA,NA,NA,NA,"6%","18","17.26","0","B1"
"Tourism","UNIVERSIDAD DE OVIEDO","Bachelor",NA,"http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces",NA,"English","Spain","336",NA,NA,NA,NA,NA,NA,"38%","126","17.26","10","B1"
"Tourism","UNIVERSIDAD DE OVIEDO","Bachelor",NA,"http://sies.uniovi.es/ofe-pod-jsf/web/oferta/listadoOfe.faces",NA,"English","Spain","306",NA,NA,NA,NA,NA,NA,"27%","84","17.26","14","B1"
"Translation","UNIVERSIDAD EUROPEA DE VALENCIA","Bachelor",NA,"https://universidadeuropea.es/valencia/titulacion/grado-traduccion",NA,"SPANISH/English/FRENCH/GERMAN","Spain","240",NA,"4",NA,NA,NA,NA,"75%","180","","","B2"
"Business Administration","UNIVERSIDAD EUROPEA DE VALENCIA","Bachelor",NA,"https://universidadeuropea.es/valencia/titulacion/bachelor-degree-business-management-and-entrepreneurship",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"100%","240","","","B2"
"International Relations","UNIVERSIDAD EUROPEA DE VALENCIA","Bachelor",NA,"https://universidadeuropea.es/valencia/titulacion/grado-relaciones-internacionales",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"100%","240","","","B2"
"Dentistry","UNIVERSIDAD EUROPEA DE VALENCIA","Bachelor",NA,"https://universidadeuropea.es/valencia/titulacion/grado-odontologia",NA,"English/SPANISH","Spain","300",NA,"5",NA,NA,NA,NA,"60%","180","","","B2"
"Tourism Management","UNIVERSIDAD EUROPEA DE VALENCIA","Bachelor",NA,"https://universidadeuropea.es/valencia/titulacion/grado-gestion-turistica",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"100%","240","","","B2"
"Bachelor's  Early Childhood Education","UNIVERSIDAD PÚBLICA DE NAVARRA","Bachelor",NA,"",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"17,8%","96","16.27","15",""
"Bachelor's  Early Childhood Education","UNIVERSIDAD PÚBLICA DE NAVARRA","Bachelor",NA,"",NA,"French","Spain","240",NA,"4",NA,NA,NA,NA,"11,1%","60","16.27","9",""
"Bachelor's  Primary Education","UNIVERSIDAD PÚBLICA DE NAVARRA","Bachelor",NA,"",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"20,7%","108","16.27","17",""
"Bachelor's  Primary Education","UNIVERSIDAD PÚBLICA DE NAVARRA","Bachelor",NA,"",NA,"French","Spain","240",NA,"4",NA,NA,NA,NA,"11,5%","60","16.27","9",""
"Bachelor's  Applied Sociology","UNIVERSIDAD PÚBLICA DE NAVARRA","Bachelor",NA,"",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"8,4%","24","16.27","4",""
"Bachelor's  Social Work","UNIVERSIDAD PÚBLICA DE NAVARRA","Bachelor",NA,"",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"12,8%","42","16.27","7",""
"Bachelor's  Economics","UNIVERSIDAD PÚBLICA DE NAVARRA","Bachelor",NA,"",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"18,7%","84","16.27","14",""
"Bachelor's  Management and Business Administration","UNIVERSIDAD PÚBLICA DE NAVARRA","Bachelor",NA,"",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"41,9%","216","16.27","36",""
"Bachelor's  Agricultural, Food and Rural Environment Engineering","UNIVERSIDAD PÚBLICA DE NAVARRA","Bachelor",NA,"",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"24,5%","114","23.05","22",""
"Bachelor's  Innovation on Food Processes and Products","UNIVERSIDAD PÚBLICA DE NAVARRA","Bachelor",NA,"",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"19,4%","54","23.05","12",""
"Bachelor's  Computer Science","UNIVERSIDAD PÚBLICA DE NAVARRA","Bachelor",NA,"",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"20,2%","63","23.05","11",""
"Bachelor?s  Telecommunications Engineering","UNIVERSIDAD PÚBLICA DE NAVARRA","Bachelor",NA,"",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"17,3%","66","23.05","12",""
"Bachelor's  Electrical and Electronic Engineering","UNIVERSIDAD PÚBLICA DE NAVARRA","Bachelor",NA,"",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"8,3%","27","23.05","6",""
"Bachelor's  Mechanical Engineering","UNIVERSIDAD PÚBLICA DE NAVARRA","Bachelor",NA,"",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"8,7%","27","23.05","6",""
"Bachelor's  Industrial Engineering","UNIVERSIDAD PÚBLICA DE NAVARRA","Bachelor",NA,"",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"30,3%","138","23.05","26",""
"Bachelor's  Mechanical Design Engineering","UNIVERSIDAD PÚBLICA DE NAVARRA","Bachelor",NA,"",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"16,8%","51","23.05","9",""
"Bachelor's  Law","UNIVERSIDAD PÚBLICA DE NAVARRA","Bachelor",NA,"",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"13,6%","48","16.27","8",""
"Bachelor?s  Labour Relations and Human Resources","UNIVERSIDAD PÚBLICA DE NAVARRA","Bachelor",NA,"",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"5,3%","15","16.27","3",""
"Economics, Management + Business Administration","UNIVERSIDAD PÚBLICA DE NAVARRA","Bachelor",NA,"",NA,"English","Spain","336",NA,NA,NA,NA,NA,NA,"50,5%","288","16.27","48",""
"Management, Business Administration + Law","UNIVERSIDAD PÚBLICA DE NAVARRA","Bachelor",NA,"",NA,"English","Spain","366",NA,NA,NA,NA,NA,NA,"13,1%","48","16.27","8",""
"Agricultural, Food and Rural Environment Engineering + Innovation on Food Processes & Products","UNIVERSIDAD PÚBLICA DE NAVARRA","Bachelor",NA,"",NA,"English","Spain","348",NA,NA,NA,NA,NA,NA,"100%","66","23.05","11",""
"Chemistry","UNIVERSIDAD DE LA CORUÑA","Bachelor",NA,"http://estudos.udc.es/es/study/start/610G01V01",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"45%","108","13.93","18","B1"
"Biology","UNIVERSIDAD DE LA CORUÑA","Bachelor",NA,"http://estudos.udc.es/es/study/start/610G02V01",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"35%","84","13.93","14","B1"
"Business and Administration","UNIVERSIDAD DE LA CORUÑA","Bachelor",NA,"http://estudos.udc.es/gl/study/start/611G02V01",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"37,5%","90","9.85","15","B1"
"Economics","UNIVERSIDAD DE LA CORUÑA","Bachelor",NA,"http://estudos.udc.es/es/study/start/611G01V01",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"20%","48","9.85","8","B1"
"Law","UNIVERSIDAD DE LA CORUÑA","Bachelor",NA,"http://estudos.udc.es/es/study/start/612G01V01",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"26%","63","9.85","11","B1"
"Computer Sciences","UNIVERSIDAD DE LA CORUÑA","Bachelor",NA,"http://estudos.udc.es/es/study/start/614G01V01",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"43%","102","13.93","17","B1"
"Architecture","UNIVERSIDAD DE LA CORUÑA","Bachelor",NA,"http://estudos.udc.es/es/study/start/630G02V01",NA,"English","Spain","300",NA,"5",NA,NA,NA,NA,"17%","51","13.93","8","B1"
"Architecture Studies","UNIVERSIDAD DE LA CORUÑA","Bachelor",NA,"http://estudos.udc.es/es/study/start/630G02V01",NA,"English","Spain","300",NA,"5",NA,NA,NA,NA,"43%","129","13.93","21","B1"
"Early Childhood Education","UNIVERSIDAD DE LA CORUÑA","Bachelor",NA,"http://estudos.udc.es/es/study/start/652G01V01",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"87,5%","21","9.85","4","B1"
"Bachelor  Primary Education","UNIVERSIDAD DE LA CORUÑA","Bachelor",NA,"http://estudos.udc.es/es/study/start/652G02V01",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"43,8%","10.5","9.85","2","B1"
"Speech Therarpy","UNIVERSIDAD DE LA CORUÑA","Bachelor",NA,"http://estudos.udc.es/es/study/start/652G04V01",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"62,5%","15","9.85","3","B1"
"Nautic and Maritime Transport","UNIVERSIDAD DE LA CORUÑA","Bachelor",NA,"http://estudos.udc.es/es/study/start/631G01V02",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"50%","12","13.93","2","B1"
"Spanish Studies: Language and Literature","UNIVERSIDAD DE LA CORUÑA","Bachelor",NA,"http://estudos.udc.es/es/study/start/613G01V01",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"21%","51","9.85","9","B1"
"Galician and Portuguese  Studies: Language and Literature","UNIVERSIDAD DE LA CORUÑA","Bachelor",NA,"http://estudos.udc.es/es/study/start/613G02V01",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"21%","51","9.85","9","B1"
"English Studies: Language and Literature","UNIVERSIDAD DE LA CORUÑA","Bachelor",NA,"http://estudos.udc.es/es/study/start/613G01V01",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"67%","162","9.85","29","B1"
"Physiotherapy","CEU San Pablo","Bachelor",NA,"http://www.uspceu.com/futuro-alumno/_pdf/Physiotherapy.pdf",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"100%","240","179,00","100%","English B2"
"Dentistry","CEU San Pablo","Bachelor",NA,"http://www.uspceu.com/futuro-alumno/_pdf/Physiotherapy.pdf",NA,"English","Spain","300",NA,"5",NA,NA,NA,NA,"100%","300","252.5","100%","English B2"
"Architecture","CEU San Pablo","Bachelor",NA,"http://www.uspceu.com/futuro-alumno/_pdf/Dentistry.pdf",NA,"English","Spain","330",NA,NA,NA,NA,NA,NA,"100%","330","199,00","100%","English B2"
"Business Administration and Management","CEU San Pablo","Bachelor",NA,"http://www.uspceu.com/es/estudios/grado/escuela-politecnica-superior/arquitecture/presentacion.php",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"100%","240","177.5","100%","English B2"
"The European Union and International Relations","CEU San Pablo","Bachelor",NA,"http://www.uspceu.com/es/oferta-academica/grado/02-administracion-direccion-empresas/index.aspx",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"100%","240","159,00","100%","English B2"
"Advertising and Public Relations","CEU San Pablo","Bachelor",NA,"http://www.uspceu.com/es/oferta-academica/grado/01-union-europea-relaciones-internacionales/index.aspx",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"100%","240","181,00","100%","Spanish and English B2"
"Advertising and Public Relations-UCLA/Boston","CEU San Pablo","Bachelor",NA,"http://www.uspceu.com/_docs/oferta-academica/fac_hum/Folleto_HUM.pdf",NA,"Spanish and English","Spain","225",NA,NA,NA,NA,NA,NA,"93,75%","240","165,00","100%","Spanish and English B2"
"Audiovisual Communication","CEU San Pablo","Bachelor",NA,"http://www.uspceu.com/_docs/oferta-academica/fac_hum/Folleto_HUM.pdf",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"100%","240","188,00","100%","Spanish and English B2"
"Audiovisual Communication-UCLA","CEU San Pablo","Bachelor",NA,"http://www.uspceu.com/_docs/oferta-academica/fac_hum/Folleto_HUM.pdf",NA,"Spanish and English","Spain","225",NA,NA,NA,NA,NA,NA,"93,75%","240","171,00","100%","Spanish and English B2"
"Digital Communication","CEU San Pablo","Bachelor",NA,"http://www.uspceu.com/_docs/oferta-academica/fac_hum/Folleto_HUM.pdf",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"100%","240","188,00","100%","Spanish and English B2"
"Digital Communication - UCLA","CEU San Pablo","Bachelor",NA,"http://www.uspceu.com/_docs/oferta-academica/fac_hum/Folleto_HUM.pdf",NA,"Spanish and English","Spain","225",NA,NA,NA,NA,NA,NA,"93,75%","240","171,00","94%","Spanish and English B2"
"Journalism","CEU San Pablo","Bachelor",NA,"http://www.uspceu.com/_docs/oferta-academica/fac_hum/Folleto_HUM.pdf",NA,"English","Spain","240",NA,"4",NA,NA,NA,NA,"100%","240","175,00","100%","Spanish and English B2"
"Journalism - UCLA","CEU San Pablo","Bachelor",NA,"http://www.uspceu.com/_docs/oferta-academica/fac_hum/Folleto_HUM.pdf",NA,"Spanish and English","Spain","225",NA,NA,NA,NA,NA,NA,"93,75%","240","160,00","100%","Spanish and English B2"
"Biotechnology","CEU San Pablo","Bachelor",NA,"http://www.uspceu.com/_docs/oferta-academica/fac_hum/Folleto_HUM.pdf",NA,"Spanish and English","Spain","240",NA,"4",NA,NA,NA,NA,"50,21%","120.5","165,00","50%","Spanish and English B2"
"Biotechnology-The University of Chicago","CEU San Pablo","Bachelor",NA,"http://www.uspceu.com/es/oferta-academica/grado/04-biotecnologia/index.aspx",NA,"Spanish and English","Spain","240",NA,"4",NA,NA,NA,NA,"50,21%","120.5","165,00","50%","Spanish and English B2"
"Pharmacy","CEU San Pablo","Bachelor",NA,"http://www.uspceu.com/es/oferta-academica/grado/04-biotecnologia-bilingue/index.aspx",NA,"Spanish and English","Spain","300",NA,"5",NA,NA,NA,NA,"50,73%","120.5","178,00","50%","Spanish and English B2"
"Pharmacy - The University of Chicago","CEU San Pablo","Bachelor",NA,"http://www.uspceu.com/es/oferta-academica/grado/04-farmacia/index.aspx",NA,"Spanish and English","Spain","300",NA,"5",NA,NA,NA,NA,"50,73%","152.19","178,00","50.73%","Spanish and English B2"
"Biomedical Engineering","CEU San Pablo","Bachelor",NA,"http://www.uspceu.com/es/oferta-academica/grado/04-farmacia-bilingue/index.aspx",NA,"Spanish and English","Spain","240",NA,"4",NA,NA,NA,NA,"49,58%","118.992","185,00","49.58%","Spanish and English B2"
"Biomedical Engineering +  Telecommunication Systems Engineering","CEU San Pablo","Bachelor",NA,"http://www.uspceu.com/es/oferta-academica/grado/06-biomedical-engineering/index.aspx",NA,"Spanish and English","Spain","348",NA,NA,NA,NA,NA,NA,"34,20%","119","182,00","34.2%","Spanish and English B2"
"Business Administration and Management-Boston","CEU San Pablo","Bachelor",NA,"http://www.uspceu.com/es/oferta-academica/grado/06-biomedical-engineering-telecomunicacion/index.aspx",NA,"Spanish and English","Spain","240",NA,"4",NA,NA,NA,NA,"87,50%","210","153,00","87.5%","Spanish and English B2"
"Economics (specialisation in Finance or International Business)","CEU San Pablo","Bachelor",NA,"http://www.uspceu.com/es/oferta-academica/grado/02-business-management/index.aspx",NA,"Spanish and English","Spain","240",NA,"4",NA,NA,NA,NA,"60%","144","149.5","60%","Spanish and English B2"
"Economics (specialisation in Finance or International Business) -Chicago","CEU San Pablo","Bachelor",NA,"http://www.uspceu.com/es/oferta-academica/grado/02-economia-mencion-finanzas-negocios/index.aspx",NA,"Spanish and English","Spain","240",NA,"4",NA,NA,NA,NA,"60%","144","149.5","60.00%","Spanish and English B2"
"Law + Business Administration and Management-Boston","CEU San Pablo","Bachelor",NA,"http://www.uspceu.com/es/oferta-academica/grado/02-economia-mencion-finanzas-negocios/index.aspx",NA,"Spanish and English","Spain","420",NA,NA,NA,NA,NA,NA,"28,38%","119.196","125,00","28.38%","Spanish and English B2"
"Business Administration and Management + Marketing and Sales Management","CEU San Pablo","Bachelor",NA,"http://www.uspceu.com/es/oferta-academica/grado/02-administracion-direccion-empresas-derecho/index.aspx",NA,"English","Spain","336",NA,NA,NA,NA,NA,NA,"100%","336","177.5","100.00%","English B2"
"Business Administration and Management + Marketing and Sales Management - Boston","CEU San Pablo","Bachelor",NA,"http://www.uspceu.com/es/oferta-academica/grado/02-business-management-marketing/index.aspx",NA,"Spanish and English","Spain","336",NA,NA,NA,NA,NA,NA,"58,93%","198","153,00","58.93%","Spanish and English B2"
"Economics (specialisation in International Business ) + Business Administration and Management - Chicago","CEU San Pablo","Bachelor",NA,"http://www.uspceu.com/es/oferta-academica/grado/02-business-management-marketing/index.aspx",NA,"Spanish and English","Spain","360",NA,NA,NA,NA,NA,NA,"44%","158.4","150,00","44.00%","Spanish and English B2"
"Economics (specialisation in Finance ) + Business Administration and Management - Chicago","CEU San Pablo","Bachelor",NA,"http://www.uspceu.com/es/oferta-academica/grado/02-administracion-direccion-empresas-economia-mencion-finanzas-internacionales/index.aspx",NA,"Spanish and English","Spain","360",NA,NA,NA,NA,NA,NA,"76%","273.6","150,00","76.00%","Spanish and English B2"
"Audiovisual Communication + Advertising and Public Relations","CEU San Pablo","Bachelor",NA,"http://www.uspceu.com/es/oferta-academica/grado/03-advertising-and-public-relations-audiovisual-communication/index.aspx",NA,"Spanish and English","Spain","336",NA,NA,NA,NA,NA,NA,"100%","336","163.84","100.00%","Spanish and English B2"
"Audiovisual Communication + Advertising and Public Relations - UCLA","CEU San Pablo","Bachelor",NA,"http://www.uspceu.com/es/oferta-academica/grado/03-advertising-and-public-relations-audiovisual-communication/index.aspx",NA,"Spanish and English","Spain","336",NA,NA,NA,NA,NA,NA,"66,96%","224.99","167,00","66.96%","Spanish and English B2"
"Journalism + Audiovisual Communication","CEU San Pablo","Bachelor",NA,"http://www.uspceu.com/es/oferta-academica/grado/03-journalism-audiovisual-communication/index.aspx",NA,"Spanish and English","Spain","336",NA,NA,NA,NA,NA,NA,"100%","336","178,00","100.00%","Spanish and English B2"
"Journalism + Audiovisual Communication - UCLA","CEU San Pablo","Bachelor",NA,"http://www.uspceu.com/es/oferta-academica/grado/03-journalism-audiovisual-communication/index.aspx",NA,"Spanish and English","Spain","336",NA,NA,NA,NA,NA,NA,"66,96%","224.99","162,00","66.96%","Spanish and English B2"
"Journalism + Advertising and Public Relations","CEU San Pablo","Bachelor",NA,"http://www.uspceu.com/es/oferta-academica/grado/03-advertising-and-public-relations-journalism/index.aspx",NA,"Spanish and English","Spain","330",NA,NA,NA,NA,NA,NA,"100%","330","171,00","100.00%","Spanish and English B2"
"Journalism + Advertising and Public Relations - UCLA","CEU San Pablo","Bachelor",NA,"http://www.uspceu.com/es/oferta-academica/grado/03-advertising-and-public-relations-journalism/index.aspx",NA,"Spanish and English","Spain","330",NA,NA,NA,NA,NA,NA,"68,18%","224.99","155.5","68.18%","Spanish and English B2"
"Digital Communication + Audiovisual Communication","CEU San Pablo","Bachelor",NA,"http://www.uspceu.com/es/oferta-academica/grado/03-digital-communication-audiovisual/index.aspx",NA,"Spanish and English","Spain","342",NA,NA,NA,NA,NA,NA,"100%","342","166,00","100.00%","Spanish and English B2"
