"Program_name","Institution","Level","Language","Link"
"ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING","Faculty of Sciences and Mathematics","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-nis-faculty-of-sciences-and-mathematics-master-artificial-intelligence-and-machine-learning"
"ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING","Faculty of Technical Sciences","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-technical-sciences-master-artificial-intelligence-and-machine-learning"
"ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING","Faculty of Electronic Engineering","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-nis-faculty-of-electronic-engineering-master-artificial-intelligence-and-machine-learning"
"ARTISTIC DANCE","Faculty of Engineering Management","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/union-nikola-tesla-university-faculty-of-engineering-management-master-artistic-dance"
"ARTISTIC DANCE","Faculty of Engineering Management","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/union-nikola-tesla-university-faculty-of-engineering-management-bachelor-artistic-dance"
"ARTISTIC DANCE AND PERFORMANCE","Faculty of Engineering Management","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/union-nikola-tesla-university-faculty-of-engineering-management-phd-artistic-dance-and-performance"
"ASTRONOMY AND ASTROPHYSICS","Faculty of Mathematics","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-mathematics-master-astronomy-and-astrophysics"
"ASTRONOMY AND ASTROPHYSICS","Faculty of Mathematics","Academic","English","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-mathematics-phd-astronomy-and-astrophysics"
"ASTRONOMY AND ASTROPHYSICS (2 MODULES)","Faculty of Mathematics","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-mathematics-bachelor-astronomy-and-astrophysics-2-modules"
"ASTROPHYSICS AND SPACE SCIENCE","Faculty of Mathematics","Academic","English","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-mathematics-master-astrophysics-and-space-science"
"AUDIO AND VIDEO TECHNOLOGIES","Department School of Electrical and Computer Engineering","Applied","Serbian","https://www.bazaobrazovanja.rs/en/program/academy-of-technical-and-art-applied-studies-belgrade-department-school-of-electrical-and-computer-engineering-bachelor-applied-audio-and-video-technologies"
"AUDIOVISUAL COMPOSITIONS","Belgrade Business and Arts Academy of Applied Studies - Department of Art and Design","Applied","Serbian","https://www.bazaobrazovanja.rs/en/program/belgrade-business-and-arts-academy-of-applied-studies-department-of-art-and-design-belgrade-master-applied-audiovisual-compositions"
"AUDIOVISUAL MEDIA","Academy of Arts","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-academy-of-arts-bachelor-audiovisual-media"
"AUDIOVISUAL MEDIA","Academy of Arts","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-academy-of-arts-master-audiovisual-media"
"AUDIO-VISUAL PRODUCTION","FEFA Faculty","Academic","Serbian","https://www.bazaobrazovanja.rs/en/program/metropolitan-university-fefa-faculty-bachelor-audio-visual-production"
"AUTOELEKTRIČAR","TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-vladicin-han-autoelektricar"
"AUTOELEKTRIČAR","TEHNIČKA ŠKOLA „RADE METALAC”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-rade-metalac-leskovac-autoelektricar"
"AUTOELEKTRIČAR","TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-cacak-autoelektricar"
"AUTOELEKTRIČAR","TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-sabac-autoelektricar"
"AUTOELEKTRIČAR","TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-smederevo-autoelektricar"
"AUTOELEKTRIČAR","TEHNIČKA ŠKOLA „NIKOLA TESLA”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-nikola-tesla-velika-plana-autoelektricar"
"AUTOELEKTRIČAR","POLITEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/politehnicka-skola-pozarevac-autoelektricar"
"AUTOELEKTRIČAR","ELEKTROTEHNIČKA I GRAĐEVINSKA ŠKOLA „NIKOLA TESLA”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/elektrotehnicka-i-gradjevinska-skola-nikola-tesla-jagodina-autoelektricar"
"AUTOELEKTRIČAR","TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-mladenovac-autoelektricar"
"AUTOELEKTRIČAR","TEHNIČKA ŠKOLA „KOLUBARA”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-kolubara-lazarevac-autoelektricar"
"AUTOELEKTRIČAR","SAOBRAćAJNO-TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/saobracajno-tehnicka-skola-zemun-autoelektricar"
"AUTOELEKTRIČAR","TEHNIČKA ŠKOLA GSP","Artistic secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-gsp-beograd-autoelektricar"
"AUTOLIMAR","MAŠINSKO-SAOBRAćAJNA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/masinsko-saobracajna-skola-cacak-autolimar"
"AUTOLIMAR","ŠKOLA ZA OSNOVNO I SREDNjE OBRAZOVANjE „VESELIN NIKOLIć”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/skola-za-osnovno-i-srednje-obrazovanje-veselin-nikolic-krusevac-autolimar"
"AUTOLIMAR","TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-loznica-autolimar"
"AUTOLIMAR","SREDNjA ZANATSKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-zanatska-skola-beograd-autolimar"
"AUTOLIMAR","ŠKOLA ZA OŠTEćENE SLUHOM – NAGLUVE „STEFAN DEČANSKI”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/skola-za-ostecene-sluhom-nagluve-stefan-decanski-beograd-autolimar"
"AUTOLIMAR","ŠKOLA ZA OSNOVNO I SREDNjE OBRAZOVANjE „VOŽD”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/skola-za-osnovno-i-srednje-obrazovanje-vozd-beograd-autolimar"
"AUTOLIMAR","ŠKOLA ZA OSNOVNO I SREDNjE OBRAZOVANjE „MILAN PETROVIć”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/skola-za-osnovno-i-srednje-obrazovanje-milan-petrovic-novi-sad-autolimar"
"AUTOLIMAR","SREDNjA MAŠINSKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-masinska-skola-novi-sad-autolimar"
"AUTOLIMAR","SREDNjA STRUČNA ŠKOLA „4. JULI”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-strucna-skola-4.-juli-vrbas-autolimar"
"AUTOLIMAR","OSNOVNA I SREDNjA ŠKOLA „9, MAJ”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/osnovna-i-srednja-skola-9.-maj-zrenjanin-autolimar"
"AUTOMATICS AND VEHICLE STEERING SYSTEMS","Department School of Electrical and Computer Engineering","Applied","Serbian","https://www.bazaobrazovanja.rs/en/program/academy-of-technical-and-art-applied-studies-belgrade-department-school-of-electrical-and-computer-engineering-bachelor-applied-automatics-and-vehicle-steering-systems"
"AUTOMEHANIČAR","SREDNjA STRUČNA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-12-februar-nis-automehanicar"
"AUTOMEHANIČAR","SREDNjA ŠKOLA „SEZAI SUROI”","Vocational secondary education","Albanian","https://www.bazaobrazovanja.rs/en/program/srednja-skola-sezai-suroi-bujanovac-automehanicar"
"AUTOMEHANIČAR","TEHNIČKA ŠKOLA „RADE METALAC”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-rade-metalac-leskovac-automehanicar"
"AUTOMEHANIČAR","TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-negotin-automehanicar"
"AUTOMEHANIČAR","TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-tutin-automehanicar"
"AUTOMEHANIČAR","TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-novi-pazar-automehanicar"
"AUTOMEHANIČAR","MAŠINSKA TEHNIČKA ŠKOLA „14. OKTOBAR”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/masinska-tehnicka-skola-14.-oktobar-kral%D1%98evo-automehanicar"
"AUTOMEHANIČAR","MAŠINSKO-SAOBRAćAJNA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/masinsko-saobracajna-skola-cacak-automehanicar"
"AUTOMEHANIČAR","TEHNIČKA ŠKOLA „JOVAN ŽUJOVIć”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-jovan-zujovic-gornji-milanovac-automehanicar"
"AUTOMEHANIČAR","TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-trstenik-automehanicar"
"AUTOMEHANIČAR","SREDNjA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-skola-varvarin-automehanicar"
"AUTOMEHANIČAR","TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-loznica-automehanicar"
"AUTOMEHANIČAR","SREDNjA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-skola-krupanj-automehanicar"
"AUTOMEHANIČAR","SREDNjA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-skola-kocel%D1%98eva-automehanicar"
"AUTOMEHANIČAR","POSAVOTAMNAVSKA SREDNjA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/posavotamnavska-srednja-skola-vladimirci-automehanicar"
"AUTOMEHANIČAR","TEHNIČKA ŠKOLA UB","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-ub-ub-automehanicar"
"AUTOMEHANIČAR","SREDNjA ŠKOLA „HILjADU TRISTA KAPLARA”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-skola-1300-kaplara--ljig-ljig-automehanicar"
"AUTOMEHANIČAR","TEHNIČKO-POLjOPRIVREDNA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicko-pol%D1%98oprivredna-skola-sjenica-automehanicar"
"AUTOMEHANIČAR","SREDNjA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/gimnazija-pivo-karamatijevic-nova-varos-automehanicar"
"AUTOMEHANIČAR","TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-bajina-basta-automehanicar"
"AUTOMEHANIČAR","SREDNjA ŠKOLA „SVETI AHILIJE”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-skola-sveti-ahilije-aril%D1%98e-automehanicar"
"AUTOMEHANIČAR","TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-smederevo-automehanicar"
"AUTOMEHANIČAR","TEHNIČKA ŠKOLA „NIKOLA TESLA”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-nikola-tesla-velika-plana-automehanicar"
"AUTOMEHANIČAR","TEHNIČKA ŠKOLA SA DOMOM UČENIKA „NIKOLA TESLA”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-sa-domom-ucenika-nikola-tesla-kostolac-automehanicar"
"AUTOMEHANIČAR","MAŠINSKO-ELEKTROTEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/masinsko-elektrotehnicka-skola-paracin-automehanicar"
"AUTOMEHANIČAR","PRVA TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/prva-tehnicka-skola-jagodina-automehanicar"
"AUTOMEHANIČAR","TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-despotovac-automehanicar"
"AUTOMEHANIČAR","SREDNjA ŠKOLA „KRALj PETAR PRVI”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-skola-kral%D1%98-petar-prvi-topola-automehanicar"
"AUTOMEHANIČAR","SAOBRAćAJNO-TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/saobracajno-tehnicka-skola-zemun-automehanicar"
"AUTOMEHANIČAR","TEHNIČKA ŠKOLA GSP","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-gsp-beograd-automehanicar"
"AUTOMEHANIČAR","SREDNjA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-skola-barajevo-automehanicar"
"AUTOMEHANIČAR","TEHNIČKA ŠKOLA „NIKOLA TESLA”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-nikola-tesla-sid-automehanicar"
"AUTOMEHANIČAR","SREDNjA TEHNIČKA ŠKOLA „MILEVA MARIć”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-tehnicka-skola-mileva-maric-titel-automehanicar"
"AUTOMEHANIČAR","SREDNjA MAŠINSKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-masinska-skola-novi-sad-automehanicar"
"AUTOMEHANIČAR","SREDNjA ŠKOLA „22. OKTOBAR”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-skola-22.-oktobar-zabal%D1%98-automehanicar"
"AUTOMEHANIČAR","TEHNIČKA ŠKOLA „9. MAJ”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-9.-maj-backa-palanka-automehanicar"
"AUTOMEHANIČAR","TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-odzaci-automehanicar"
"AUTOMEHANIČAR","SREDNjA TEHNIČKA ŠKOLA „MIHAJLO PUPIN”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-tehnicka-skola-mihajlo-pupin-kula-automehanicar"
"AUTOMEHANIČAR","MAŠINSKA ŠKOLA „PANČEVO”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/masinska-skola-pancevo-pancevo-automehanicar"
"AUTOMEHANIČAR","TEHNIČKA ŠKOLA „SAVA MUNćAN”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-sava-muncan-bela-crkva-automehanicar"
"AUTOMEHANIČAR","SREDNjA ŠKOLA „VUK KARAdžIć”","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-skola-vuk-karadzic-secanj-automehanicar"
"AUTOMEHANIČAR","SREDNjA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/srednja-skola-novi-becej-automehanicar"
"AUTOMEHANIČAR","TEHNIČKA ŠKOLA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/tehnicka-skola-kikinda-automehanicar"
"AUTOMEHANIČAR","POLjOPRIVREDNO-TEHNIČKI SREDNjOŠKOLSKI CENTAR „BESEDEŠ JOŽEF”","Vocational secondary education","Hungarian","https://www.bazaobrazovanja.rs/en/program/pol%D1%98oprivredno-tehnicki-srednjoskolski-centar-besedes-jozef-kanjiza-automehanicar"
"AVIO-TEHNIČAR","VAZDUHOPLOVNA AKADEMIJA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/vazduhoplovna-akademija-beograd-avio-tehnicar"
"AVIO-TEHNIČAR ZA ELEKTRONSKU OPREMU  VAZDUHOPLOVA","VAZDUHOPLOVNA AKADEMIJA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/vazduhoplovna-akademija-beograd-avio-tehnicar-za-elektronsku-opremu-vazduhoplova"
"AVIO-TEHNIČAR ZA ELEKTRO OPREMU VAZDUHOPLOVA","VAZDUHOPLOVNA AKADEMIJA","Vocational secondary education","Serbian","https://www.bazaobrazovanja.rs/en/program/vazduhoplovna-akademija-beograd-avio-tehnicar-za-elektro-opremu-vazduhoplova"
