"Program_Title","Institution","Level","Link","Language","Country","ECTS","Free_Tuition_EU"
"Industrial Logistics","Montanuniversität Leoben","Master","https://www.studienwahl.at/studies/engineering-sciences/mining-sciences/industrial-logistics/490-industrial-logistics-12-3-leoben.en.html","German","Austria",NA,"Yes"
"Industrial Mathematics","Universität Linz","Master","https://www.studienwahl.at/studies/natural-sciences/mathematicsphysics-studies/technical-mathematics/491-industrial-mathematics-e-12-3-linz.en.html","English","Austria",NA,"Yes"
"Computer Science","Universität Wien","Bachelor","https://www.studienwahl.at/studies/engineering-sciences/computer-sciences/computer-sciences/492-computer-science-2-3-wien.en.html","German","Austria",180,"Yes"
"Computer Sciences","Universität Innsbruck","Bachelor","https://www.studienwahl.at/studies/engineering-sciences/computer-sciences/computer-sciences/493-computer-sciences-2-3-innsbruck.en.html","German","Austria",180,"Yes"
"Computer Sciences","Universität Innsbruck","Master","https://www.studienwahl.at/studies/engineering-sciences/computer-sciences/computer-sciences/494-computer-sciences-e-12-3-innsbruck.en.html","English","Austria",NA,"Yes"
"Computer Sciences","Technische Universität Graz","Bachelor","https://www.studienwahl.at/studies/engineering-sciences/computer-sciences/computer-sciences/495-computer-sciences-2-3-graz.en.html","German","Austria",180,"Yes"
"Computer Science","Technische Universität Graz","Master","https://www.studienwahl.at/studies/engineering-sciences/computer-sciences/computer-sciences/496-computer-science-e-12-3-graz.en.html","English","Austria",NA,"Yes"
"Computer Sciences","Universität Linz","Bachelor","https://www.studienwahl.at/studies/engineering-sciences/computer-sciences/computer-sciences/497-computer-sciences-2-3-linz.en.html","German","Austria",180,"Yes"
"Computer Science","Universität Linz","Master","https://www.studienwahl.at/studies/engineering-sciences/computer-sciences/computer-sciences/498-computer-science-e-12-3-linz.en.html","English","Austria",NA,"Yes"
"Applied Informatics","Universität Klagenfurt","Bachelor","https://www.studienwahl.at/studies/engineering-sciences/computer-sciences/computer-sciences/499-applied-informatics-2-3-klagenfurt.en.html","German","Austria",180,"Yes"
"Informatics","Universität Klagenfurt","Master","https://www.studienwahl.at/studies/engineering-sciences/computer-sciences/computer-sciences/500-informatics-e-12-3-klagenfurt.en.html","English","Austria",NA,"Yes"
"Information and Communictions Engineering","Universität Klagenfurt","Master","https://www.studienwahl.at/studies/engineering-sciences/information/information-engineering/510-information-and-communictions-engineering-e-12-3-klagenfurt.en.html","English","Austria",NA,"Yes"
"Electronics and Information Technology","Universität Linz","Bachelor","https://www.studienwahl.at/studies/engineering-sciences/information/information-engineering/511-electronics-and-information-technology-2-3-linz.en.html","German","Austria",180,"Yes"
"Electronics and Information Technology","Universität Linz","Master","https://www.studienwahl.at/studies/engineering-sciences/information/information-engineering/512-electronics-and-information-technology-12-3-linz.en.html","German","Austria",NA,"Yes"
"Management Information Systems","Universität Klagenfurt","Bachelor","https://www.studienwahl.at/studies/engineering-sciences/information/computer-management/513-management-information-systems-2-3-klagenfurt.en.html","German","Austria",180,"Yes"
"Information and Communications Engineering","Universität Klagenfurt","Bachelor","https://www.studienwahl.at/studies/engineering-sciences/information/information-engineering/515-information-and-communications-engineering-2-3-klagenfurt.en.html","German","Austria",180,"Yes"
"JDS Engineering","Universität Salzburg","Bachelor","https://www.studienwahl.at/studies/engineering-sciences/technology/engineering-sciences/516-jds-engineering-2-3-salzburg.en.html","German","Austria",180,"Yes"
"International Study Program in Petroleum Engineering","Montanuniversität Leoben","Master","https://www.studienwahl.at/studies/engineering-sciences/mining-sciences/petroleum-engineering/535-international-study-program-in-petroleum-engineering-e-12-3-leoben.en.html","English","Austria",NA,"Yes"
"Environmental Sciences and Civil Engineering","Universität für Bodenkultur Wien","Bachelor","https://www.studienwahl.at/studies/engineering-sciences/agriculture/land-and-water-management/626-environmental-sciences-and-civil-engineering-2-3-wien.en.html","German","Austria",180,"Yes"
"Civil Engineering and Water Management","Universität für Bodenkultur Wien","Master","https://www.studienwahl.at/studies/engineering-sciences/agriculture/land-and-water-management/627-civil-engineering-and-water-management-12-3-wien.en.html","German","Austria",NA,"Yes"
"Polymer Engineering and Science","Montanuniversität Leoben","Master","https://www.studienwahl.at/studies/engineering-sciences/mining-sciences/polymer-engineering-and-technologies/639-polymer-engineering-and-science-12-3-leoben.en.html","German","Austria",NA,"Yes"
"Sustainable Polymer Engineering & Circular Economy","Universität Linz","Bachelor","https://www.studienwahl.at/studies/engineering-sciences/agriculture/polymer-engineering-and-technologies/640-sustainable-polymer-engineering-circular-economy-2-3-linz.en.html","German","Austria",180,"Yes"
"Applied Limnology","Universität für Bodenkultur Wien","Master","https://www.studienwahl.at/studies/engineering-sciences/agriculture/land-and-water-management/642-applied-limnology-e-12-3-wien.en.html","English","Austria",NA,"Yes"
"Landscape Architecture and Landscape Planning","Universität für Bodenkultur Wien","Bachelor","https://www.studienwahl.at/studies/engineering-sciences/architecture-and-civil-engineering/landscape-design-and-landscape-planning/643-landscape-architecture-and-landscape-planning-2-3-wien.en.html","German","Austria",180,"Yes"
"Landscape Architecture and Landscape Planning","Universität für Bodenkultur Wien","Master","https://www.studienwahl.at/studies/engineering-sciences/architecture-and-civil-engineering/landscape-design-and-landscape-planning/644-landscape-architecture-and-landscape-planning-12-3-wien.en.html","German","Austria",NA,"Yes"
"Food Science and Biotechnology","Universität für Bodenkultur Wien","Bachelor","https://www.studienwahl.at/studies/natural-sciences/biotechnology/food-science-and-biotechnology/652-food-science-and-biotechnology-2-3-wien.en.html","German","Austria",180,"Yes"
"Food Science and Technology","Universität für Bodenkultur Wien","Master","https://www.studienwahl.at/studies/natural-sciences/biotechnology/food-science-and-biotechnology/653-food-science-and-technology-12-3-wien.en.html","German","Austria",NA,"Yes"
"Mechanical Engineering","Technische Universität Wien","Bachelor","https://www.studienwahl.at/studies/engineering-sciences/technology/mechanical-engineering/660-mechanical-engineering-2-3-wien.en.html","German","Austria",180,"Yes"
"Mechanical Engineering","Technische Universität Wien","Master","https://www.studienwahl.at/studies/engineering-sciences/technology/mechanical-engineering/661-mechanical-engineering-12-3-wien.en.html","German","Austria",NA,"Yes"
"Mechanical Engineering","Technische Universität Graz","Bachelor","https://www.studienwahl.at/studies/engineering-sciences/technology/mechanical-engineering/662-mechanical-engineering-2-3-graz.en.html","German","Austria",180,"Yes"
"Mechanical Engineering","Technische Universität Graz","Master","https://www.studienwahl.at/studies/engineering-sciences/technology/mechanical-engineering/663-mechanical-engineering-12-3-graz.en.html","German","Austria",NA,"Yes"
"Materials Sciences and Nanosciences","Universität Innsbruck","Master","https://www.studienwahl.at/studies/natural-sciences/chemistrybiology-studies/materials-sciences/665-materials-sciences-and-nanosciences-12-3-innsbruck.en.html","German","Austria",NA,"Yes"
"Materials Sciences","Technische Universität Wien","Master","https://www.studienwahl.at/studies/natural-sciences/chemistrybiology-studies/materials-sciences/666-materials-sciences-12-3-wien.en.html","German","Austria",NA,"Yes"
"Cartography – International Master's Programme","Technische Universität Wien","Master","https://www.studienwahl.at/studies/natural-sciences/geosciences-studies/surveying-and-geoinformation/681-cartography-international-masters-programme-e-12-3-wien.en.html","English","Austria",NA,"Yes"
"Technical Mathematics","Technische Universität Wien","Bachelor","https://www.studienwahl.at/studies/natural-sciences/mathematicsphysics-studies/technical-mathematics/684-technical-mathematics-2-3-wien.en.html","German","Austria",180,"Yes"
"Mechatronics","Universität Linz","Bachelor","https://www.studienwahl.at/studies/engineering-sciences/technology/mechatronics/689-mechatronics-2-3-linz.en.html","German","Austria",180,"Yes"
"Mechatronics","Universität Linz","Master","https://www.studienwahl.at/studies/engineering-sciences/technology/mechatronics/690-mechatronics-12-3-linz.en.html","German","Austria",NA,"Yes"
"Media Informatics","Universität Wien","Master","https://www.studienwahl.at/studies/engineering-sciences/information/computer-sciences/694-media-informatics-e-12-3-wien.en.html","English","Austria",NA,"Yes"
"Media and Human-Centered Computing","Technische Universität Wien","Master","https://www.studienwahl.at/studies/engineering-sciences/information/computer-sciences/696-media-and-human-centered-computing-12-3-wien.en.html","German","Austria",NA,"Yes"
"Medical Informatics","Technische Universität Wien","Master","https://www.studienwahl.at/studies/medicinehealth/medical-engineering/computer-sciences/700-medical-informatics-12-3-wien.en.html","German","Austria",NA,"Yes"
"Medical Informatics","Medizinische Universität Wien","Master","https://www.studienwahl.at/studies/medicinehealth/medical-engineering/computer-sciences/702-medical-informatics-12-3-wien.en.html","German","Austria",NA,"Yes"
"Metallurgy and Metal Recycling","Montanuniversität Leoben","Bachelor","https://www.studienwahl.at/studies/engineering-sciences/mining-sciences/metallurgy/703-metallurgy-and-metal-recycling-2-3-leoben.en.html","German","Austria",180,"Yes"
"Metallurgy","Montanuniversität Leoben","Master","https://www.studienwahl.at/studies/engineering-sciences/mining-sciences/metallurgy/704-metallurgy-12-3-leoben.en.html","German","Austria",NA,"Yes"
"Microelectronics and Photonics","Technische Universität Wien","Master","https://www.studienwahl.at/studies/engineering-sciences/technology/electrical-engineering/709-microelectronics-and-photonics-12-3-wien.en.html","German","Austria",NA,"Yes"
"Mountain Forestry","Universität für Bodenkultur Wien","Master","https://www.studienwahl.at/studies/engineering-sciences/agriculture/forestry-and-wood-science/723-mountain-forestry-e-12-3-wien.en.html","English","Austria",NA,"Yes"
"Natural Resources Management and Ecological Engineering","Universität für Bodenkultur Wien","Master","https://www.studienwahl.at/studies/engineering-sciences/agriculture/natural-resources-management-and-ecological-engineering/747-natural-resources-management-and-ecological-engineering-e-12-3-wien.en.html","English","Austria",NA,"Yes"
"Livestock Sciences","Universität für Bodenkultur Wien","Master","https://www.studienwahl.at/studies/engineering-sciences/agriculture/agriculture/754-livestock-sciences-12-3-wien.en.html","German","Austria",NA,"Yes"
"Organic Agricultural Systems and Agreocology","Universität für Bodenkultur Wien","Master","https://www.studienwahl.at/studies/engineering-sciences/agriculture/agriculture/763-organic-agricultural-systems-and-agreocology-e-12-3-wien.en.html","English","Austria",NA,"Yes"
"Physical Energy and Measurement Engineering","Technische Universität Wien","Master","https://www.studienwahl.at/studies/natural-sciences/mathematicsphysics-studies/technical-physics/814-physical-energy-and-measurement-engineering-12-3-wien.en.html","German","Austria",NA,"Yes"
"Phytomedicine","Universität für Bodenkultur Wien","Master","https://www.studienwahl.at/studies/engineering-sciences/agriculture/phytomedicine/815-phytomedicine-12-3-wien.en.html","German","Austria",NA,"Yes"
"Production Science and Management","Technische Universität Graz","Master","https://www.studienwahl.at/studies/engineering-sciences/technology/mechanical-engineering-management/832-production-science-and-management-e-12-3-graz.en.html","English","Austria",NA,"Yes"
"Spatial Planning","Technische Universität Wien","Bachelor","https://www.studienwahl.at/studies/engineering-sciences/technology/urban-and-regional-planning/854-spatial-planning-2-3-wien.en.html","German","Austria",180,"Yes"
"Spatial Planning","Technische Universität Wien","Master","https://www.studienwahl.at/studies/engineering-sciences/technology/urban-and-regional-planning/855-spatial-planning-12-3-wien.en.html","German","Austria",NA,"Yes"
"Mining and Tunnelling","Montanuniversität Leoben","Master","https://www.studienwahl.at/studies/engineering-sciences/mining-sciences/mining/869-mining-and-tunnelling-e-12-3-leoben.en.html","English","Austria",NA,"Yes"
"Mineral Resources Engineering","Montanuniversität Leoben","Bachelor","https://www.studienwahl.at/studies/engineering-sciences/mining-sciences/mining/870-mineral-resources-engineering-2-3-leoben.en.html","German","Austria",180,"Yes"
